0.27,-0.34,0.96,4.18,0.21,1.27
0.28,-0.33,0.95,3.54,0.47,-1.83
0.27,-0.33,0.96,2.08,-0.35,-4.90
0.25,-0.33,0.95,0.11,-4.21,-7.16
0.23,-0.32,0.96,-0.70,-7.37,-7.47
0.23,-0.31,0.93,-0.32,-5.88,-5.88
0.23,-0.31,0.93,0.72,0.18,-2.37
0.24,-0.32,0.94,1.89,6.72,0.14
0.25,-0.33,0.96,3.10,8.98,0.50
0.27,-0.34,1.00,4.41,8.84,-0.63
0.28,-0.35,1.01,5.92,3.73,-4.05
0.29,-0.35,1.00,6.70,-2.55,-8.85
0.27,-0.35,0.99,6.69,-6.46,-12.84
0.26,-0.34,0.96,6.64,-7.11,-14.38
0.24,-0.33,0.94,6.37,-2.24,-12.87
0.24,-0.31,0.94,7.10,3.54,-9.83
0.24,-0.31,0.95,7.11,7.88,-7.94
0.21,-0.29,0.95,6.76,8.34,-6.64
0.21,-0.28,0.95,5.15,4.38,-5.89
0.22,-0.28,0.93,2.08,0.75,-5.71
0.23,-0.26,0.92,-2.41,0.93,-7.02
0.22,-0.27,0.91,-7.53,1.45,-8.37
0.20,-0.29,0.94,-11.44,1.11,-8.55
0.21,-0.32,1.01,-2.98,4.34,1.83
0.23,-0.31,0.98,-1.89,7.04,1.40
0.21,-0.31,0.98,-2.00,6.76,0.09
0.21,-0.31,0.99,-2.73,3.69,-0.50
0.21,-0.31,0.98,-3.27,0.67,-0.95
0.22,-0.31,0.97,-4.31,-0.38,-1.48
0.22,-0.31,0.95,-5.97,-0.66,-1.79
0.22,-0.31,0.96,-7.77,-1.44,-1.50
0.20,-0.31,0.97,-8.15,-2.40,-0.08
0.21,-0.32,1.00,-7.01,-2.85,1.51
0.21,-0.33,1.00,-5.07,-1.86,3.08
0.23,-0.33,1.01,-2.98,0.96,3.92
0.23,-0.32,0.99,-1.15,1.73,2.81
0.23,-0.33,0.97,-0.44,0.58,0.82
0.22,-0.32,0.97,-0.15,-1.22,-1.56
0.22,-0.33,0.96,-0.50,-3.60,-3.04
0.21,-0.30,0.96,-1.18,-4.95,-2.60
0.22,-0.29,0.94,-3.10,-4.18,-1.39
0.22,-0.30,0.95,-5.07,-1.02,-0.49
0.20,-0.29,0.97,-6.98,0.34,2.17
0.23,-0.32,0.99,-7.76,2.98,2.66
0.22,-0.33,1.01,-7.13,1.80,0.50
0.19,-0.34,1.04,-5.51,-1.22,-0.55
0.20,-0.35,1.04,-3.39,-2.75,-2.17
0.18,-0.36,1.05,-0.32,-2.58,-3.11
0.15,-0.36,1.05,3.86,-0.03,-3.02
0.09,-0.35,1.05,7.74,0.06,1.10
0.07,-0.35,1.04,10.05,-0.53,6.98
0.07,-0.34,1.02,10.17,-3.71,9.59
0.05,-0.36,1.06,12.15,-0.70,10.75
0.02,-0.35,1.04,12.40,-3.69,13.11
-0.00,-0.35,1.05,11.98,-5.33,12.84
-0.06,-0.34,1.08,12.00,-11.85,13.19
-0.08,-0.34,1.06,13.45,-17.73,16.06
-0.10,-0.32,1.05,16.44,-19.24,21.16
-0.12,-0.33,1.05,21.19,-19.24,30.49
-0.07,-0.32,1.00,26.44,-13.10,38.95
-0.04,-0.32,0.97,31.37,-4.29,46.84
0.02,-0.32,0.93,34.81,2.76,51.15
0.04,-0.30,0.91,36.40,7.57,51.11
0.06,-0.28,0.88,35.82,6.23,48.05
0.07,-0.23,0.83,31.59,1.95,40.81
0.06,-0.22,0.77,22.00,-4.89,31.71
-0.03,-0.20,0.77,10.34,-12.73,26.98
-0.08,-0.20,0.82,0.35,-13.08,29.77
-0.16,-0.22,0.87,-6.41,-12.75,38.53
-0.20,-0.27,0.96,-6.69,-8.76,53.11
-0.16,-0.32,1.00,-1.79,-3.56,69.57
-0.06,-0.35,1.02,5.80,4.23,81.37
0.04,-0.36,0.99,12.73,10.12,86.12
0.16,-0.35,0.95,16.85,17.10,81.66
0.16,-0.34,0.93,16.90,18.34,69.88
0.10,-0.30,0.91,10.53,10.72,56.63
0.01,-0.28,0.90,0.95,-0.72,49.48
-0.04,-0.30,0.94,-8.06,-8.58,49.65
-0.06,-0.33,0.98,-11.65,-13.21,57.15
-0.01,-0.38,1.03,-11.89,-7.28,70.72
0.05,-0.45,1.07,-6.47,3.48,80.78
0.12,-0.47,1.12,1.08,10.81,86.70
0.21,-0.48,1.11,8.76,13.71,83.68
0.21,-0.44,1.09,13.65,9.57,71.63
0.17,-0.40,1.06,15.51,-4.38,55.66
0.11,-0.36,1.03,16.93,-21.10,44.09
0.00,-0.30,0.92,14.56,-31.83,45.45
0.05,-0.27,0.81,8.17,-17.97,62.00
0.14,-0.28,0.83,5.33,14.76,81.47
0.25,-0.33,0.85,2.50,51.50,95.60
0.24,-0.37,0.97,-0.05,68.50,98.40
0.27,-0.42,1.05,3.74,53.71,91.24
0.37,-0.40,1.09,6.00,34.60,70.90
0.32,-0.36,1.11,12.67,12.63,49.21
0.27,-0.32,1.07,15.45,-5.68,28.17
0.16,-0.27,1.01,16.98,-21.22,10.47
0.03,-0.23,0.95,18.63,-42.73,11.36
0.10,-0.16,0.91,21.79,-17.51,28.63
0.17,-0.16,0.84,25.73,17.66,50.09
0.24,-0.21,0.82,25.82,67.34,59.28
0.17,-0.24,0.91,23.98,91.69,63.53
0.19,-0.26,0.93,17.40,92.92,62.56
0.18,-0.29,1.00,7.24,75.27,52.05
0.13,-0.33,1.08,0.47,43.47,36.64
0.08,-0.35,1.13,-1.82,16.37,20.61
0.04,-0.36,1.15,0.87,-1.62,9.73
-0.09,-0.33,1.16,6.37,-14.08,8.21
-0.10,-0.29,1.07,12.00,-18.24,14.43
-0.08,-0.26,0.96,11.83,-9.66,22.26
-0.06,-0.17,0.85,13.79,-2.17,37.73
0.02,-0.17,0.76,4.66,15.79,51.91
0.05,-0.21,0.84,-6.40,31.34,59.47
0.08,-0.27,0.93,-16.61,37.16,60.73
0.12,-0.36,1.08,-21.69,34.64,52.14
0.12,-0.42,1.23,-18.76,14.29,39.42
0.13,-0.45,1.27,-11.42,-10.06,25.89
0.11,-0.42,1.26,-2.35,-34.23,15.18
0.05,-0.43,1.14,5.05,-52.70,10.66
0.01,-0.31,1.16,11.94,-40.20,15.95
0.01,-0.27,1.07,16.50,-27.15,26.98
0.03,-0.26,1.01,17.74,-2.32,31.65
-0.01,-0.21,0.99,16.75,10.35,33.47
-0.06,-0.16,0.97,12.31,15.18,31.21
-0.10,-0.13,0.95,6.47,9.47,30.00
-0.12,-0.11,0.95,-0.17,5.24,28.35
-0.09,-0.14,0.95,-4.20,-0.89,27.18
-0.06,-0.18,0.95,-6.73,-0.53,20.92
-0.14,-0.20,0.98,-6.67,5.39,18.12
-0.24,-0.18,0.98,-5.92,15.04,22.37
-0.29,-0.16,0.94,-8.98,32.09,28.78
-0.34,-0.15,0.97,-15.74,42.03,33.15
-0.36,-0.14,0.98,-24.64,42.75,35.30
-0.36,-0.11,0.98,-35.65,31.21,36.85
-0.29,-0.14,0.97,-47.45,7.98,35.27
-0.22,-0.18,1.00,-54.21,-12.17,34.35
-0.17,-0.25,0.98,-56.90,-18.20,37.21
-0.09,-0.32,1.00,-55.31,-9.94,41.47
-0.07,-0.40,1.04,-53.36,9.69,41.42
-0.08,-0.41,1.11,-49.51,24.47,41.54
-0.12,-0.40,1.16,-45.24,34.02,37.51
-0.13,-0.42,1.21,-42.56,27.01,31.74
-0.13,-0.38,1.21,-40.18,2.63,29.07
-0.09,-0.35,1.14,-36.98,-13.89,25.82
-0.08,-0.31,1.05,-33.69,-16.95,32.20
-0.11,-0.31,0.98,-34.49,-6.93,45.80
-0.05,-0.36,0.96,-37.05,12.11,57.24
0.00,-0.42,1.01,-38.69,27.11,59.36
0.07,-0.47,1.09,-36.41,26.60,51.97
0.05,-0.45,1.21,-31.45,19.82,42.43
0.02,-0.40,1.19,-29.88,-0.70,39.04
0.05,-0.38,1.13,-25.69,-9.59,40.02
0.10,-0.38,1.06,-23.76,-6.55,40.17
0.11,-0.36,1.07,-21.69,11.57,37.79
0.03,-0.39,1.03,-28.14,15.24,37.57
-0.04,-0.38,1.01,-28.79,30.63,45.02
-0.03,-0.41,1.03,-28.53,43.39,51.47
0.01,-0.42,1.09,-27.18,45.47,49.37
0.06,-0.40,1.08,-25.21,41.48,44.18
0.12,-0.37,1.02,-26.70,39.54,37.68
0.10,-0.37,1.00,-30.93,37.16,29.60
0.07,-0.37,1.02,-33.39,38.03,26.84
0.01,-0.42,1.04,-30.89,41.57,24.60
-0.10,-0.41,1.08,-25.50,42.82,24.95
-0.20,-0.42,1.12,-19.50,42.35,27.63
-0.25,-0.40,1.11,-12.85,31.02,30.58
-0.28,-0.35,1.07,-8.27,19.71,33.13
-0.22,-0.32,1.01,-7.86,10.26,35.86
-0.14,-0.34,0.96,-11.13,-6.02,34.12
-0.11,-0.36,0.98,-14.08,-21.77,29.36
-0.08,-0.36,0.99,-16.23,-33.95,25.76
-0.06,-0.39,1.03,-13.50,-36.84,23.34
-0.09,-0.39,1.00,-6.82,-45.63,24.58
-0.07,-0.38,1.00,-0.08,-36.92,25.13
-0.11,-0.35,0.94,3.91,-35.18,24.24
-0.08,-0.27,0.85,2.23,-20.26,25.50
-0.14,-0.26,0.77,-7.13,-23.42,30.49
-0.04,-0.27,0.80,-17.68,-16.96,32.05
0.00,-0.31,0.87,-25.51,-19.60,29.71
0.03,-0.37,0.96,-27.62,-24.53,23.63
-0.01,-0.44,1.08,-18.81,-31.98,17.59
-0.06,-0.47,1.14,0.37,-39.04,12.84
-0.08,-0.41,1.02,15.18,-47.10,9.54
-0.11,-0.30,0.86,16.99,-51.66,8.78
-0.10,-0.24,0.73,6.49,-44.00,11.10
-0.10,-0.24,0.69,-12.03,-37.11,15.13
-0.06,-0.33,0.81,-25.48,-25.62,15.71
-0.07,-0.40,0.96,-30.55,-26.23,10.20
-0.11,-0.43,1.08,-24.21,-38.03,7.74
-0.09,-0.45,1.09,-14.41,-47.82,7.85
0.03,-0.44,1.03,-6.67,-52.03,7.82
0.16,-0.40,0.93,-4.92,-42.06,1.27
0.11,-0.35,0.90,-11.25,-23.76,-3.33
0.00,-0.35,0.95,-20.73,-8.34,-5.40
-0.09,-0.40,1.04,-27.98,-4.40,-8.50
-0.22,-0.41,1.14,-28.67,-17.91,-9.36
-0.27,-0.43,1.16,-23.82,-40.47,-7.86
-0.19,-0.46,1.15,-14.24,-59.10,-3.66
-0.03,-0.50,1.09,-2.40,-64.05,-1.07
0.11,-0.48,0.98,6.78,-54.00,-4.15
0.13,-0.43,0.87,7.33,-30.03,-6.23
