0.55,-0.89,0.18,-10.58,-2.34,-2.38
0.52,-0.87,0.18,-9.79,-1.11,-2.27
0.51,-0.85,0.17,-10.52,-0.66,-1.80
0.52,-0.85,0.16,-11.60,-1.19,-1.40
0.53,-0.85,0.16,-12.38,-2.32,-1.53
0.55,-0.86,0.17,-11.73,-3.57,-1.08
0.56,-0.87,0.16,-10.64,-2.76,-1.39
0.55,-0.88,0.17,-9.51,0.09,-1.79
0.51,-0.87,0.17,-7.63,1.25,-1.80
0.48,-0.86,0.15,-5.68,-1.02,-0.72
0.49,-0.84,0.14,-5.98,-2.87,0.67
0.52,-0.83,0.12,-7.66,-2.81,1.54
0.54,-0.82,0.13,-10.14,-2.76,1.05
0.55,-0.83,0.14,-11.63,-3.45,0.26
0.57,-0.84,0.15,-10.72,-3.62,0.63
0.58,-0.85,0.15,-9.44,-2.31,-0.06
0.55,-0.87,0.15,-8.76,0.40,-0.76
0.52,-0.87,0.15,-7.83,1.82,-0.55
0.50,-0.86,0.15,-7.13,0.66,-0.53
0.49,-0.85,0.14,-6.87,-1.07,0.73
0.50,-0.85,0.13,-7.19,-2.24,1.65
0.54,-0.85,0.13,-7.86,-3.57,1.16
0.55,-0.85,0.17,-8.70,-3.25,-0.08
0.58,-0.86,0.16,-7.65,-3.10,-0.38
0.51,-0.88,0.17,-4.03,1.74,-3.60
0.47,-0.87,0.15,-1.36,0.41,-1.24
0.47,-0.85,0.15,-0.31,-0.93,1.98
0.51,-0.83,0.12,-3.25,1.10,3.30
0.54,-0.82,0.12,-6.26,4.21,4.02
0.58,-0.82,0.13,-8.44,5.60,3.37
0.59,-0.84,0.14,-8.82,6.15,1.94
0.60,-0.85,0.16,-7.36,5.16,-0.37
0.56,-0.88,0.17,-5.16,4.66,-1.95
0.56,-0.89,0.18,-2.85,3.80,-2.55
0.54,-0.89,0.17,-1.01,4.44,-2.47
0.51,-0.88,0.18,-0.46,5.21,-0.81
0.55,-0.85,0.14,-1.94,6.73,2.21
0.59,-0.86,0.14,-5.59,10.58,5.04
0.65,-0.88,0.15,-10.05,16.58,6.40
0.66,-0.92,0.21,-12.27,21.28,5.94
0.68,-0.96,0.20,-14.75,17.01,5.28
0.73,-1.04,0.33,-9.54,25.22,3.07
0.69,-1.07,0.32,-2.41,24.32,1.86
0.63,-1.02,0.28,0.35,26.31,8.18
0.55,-0.99,0.29,-0.47,32.50,20.78
0.52,-0.90,0.26,-8.32,37.60,34.92
0.61,-0.89,0.32,-19.98,48.20,49.22
0.75,-0.96,0.43,-26.08,60.03,57.13
0.93,-1.11,0.53,-22.41,67.25,50.53
1.04,-1.23,0.63,-12.46,62.70,27.94
1.06,-1.30,0.64,-0.09,50.44,-0.47
0.96,-1.29,0.54,12.47,46.40,-7.82
0.87,-1.29,0.45,18.90,62.84,2.98
0.65,-1.27,0.47,23.89,93.37,18.90
0.50,-1.15,0.37,11.97,119.22,25.66
0.38,-1.08,0.40,-0.73,137.57,32.43
0.45,-1.05,0.43,-4.40,123.80,33.82
0.56,-1.06,0.40,4.72,98.40,32.92
0.62,-1.03,0.24,10.84,85.88,33.04
0.59,-0.99,0.13,2.35,83.77,33.11
0.56,-1.01,0.08,-14.32,93.24,38.41
0.55,-1.08,0.15,-26.85,111.08,47.21
0.43,-1.16,0.24,-36.87,113.63,48.20
0.43,-1.20,0.38,-30.61,96.73,45.53
0.47,-1.29,0.34,-21.25,64.06,31.76
0.33,-1.36,0.38,-7.08,37.24,28.63
0.20,-1.44,0.37,4.78,10.55,34.18
0.23,-1.50,0.48,19.53,9.40,48.41
0.28,-1.49,0.52,31.30,31.79,63.37
0.36,-1.44,0.51,39.86,61.40,73.21
0.40,-1.40,0.47,49.45,78.18,75.42
0.44,-1.36,0.44,59.53,82.40,73.08
0.42,-1.32,0.44,78.05,80.21,66.15
0.38,-1.25,0.36,89.76,65.76,50.14
0.27,-1.17,0.30,92.82,35.24,33.44
0.09,-1.09,0.25,92.35,-8.37,23.01
0.07,-1.02,0.19,85.47,-51.34,17.57
0.35,-1.01,0.18,70.55,-71.91,14.98
0.50,-1.03,0.29,65.63,-71.76,9.50
0.61,-1.06,0.36,68.50,-55.59,4.09
0.63,-1.04,0.36,73.89,-31.53,-2.63
0.51,-1.00,0.33,74.84,-12.24,-10.44
0.34,-0.96,0.30,71.80,-7.85,-17.68
0.27,-0.89,0.22,66.17,-18.46,-17.83
0.30,-0.83,0.13,54.70,-33.48,-17.47
0.39,-0.79,0.10,40.81,-38.84,-18.99
0.54,-0.72,0.08,23.83,-31.05,-23.30
0.55,-0.72,0.19,15.30,-19.10,-33.05
0.48,-0.73,0.27,15.74,-7.79,-41.19
0.34,-0.74,0.31,16.05,-0.58,-46.08
0.12,-0.77,0.42,16.24,0.73,-45.56
0.00,-0.79,0.55,20.24,0.18,-37.45
-0.01,-0.74,0.52,24.02,-0.09,-21.69
0.05,-0.66,0.50,24.63,6.78,-3.69
0.13,-0.60,0.46,24.00,21.85,13.74
0.19,-0.57,0.44,20.75,43.18,27.98
0.19,-0.57,0.43,16.14,63.53,37.05
0.15,-0.59,0.45,12.41,72.84,41.47
0.11,-0.62,0.43,10.29,69.56,41.48
0.08,-0.61,0.38,6.41,59.07,38.00
0.11,-0.60,0.36,0.89,42.93,33.56
0.17,-0.58,0.35,-5.31,25.68,27.07
0.24,-0.59,0.35,-10.02,9.73,15.89
0.28,-0.64,0.44,-12.03,-2.66,0.12
0.29,-0.69,0.48,-10.96,-12.90,-12.34
0.27,-0.70,0.50,-4.98,-24.20,-16.14
0.25,-0.69,0.48,1.57,-24.41,-9.77
0.20,-0.68,0.45,3.97,-13.13,3.05
0.16,-0.68,0.46,3.22,6.08,18.55
0.21,-0.69,0.48,-0.20,27.13,31.07
0.24,-0.73,0.51,-3.44,42.70,36.23
0.24,-0.78,0.60,-1.18,45.48,36.81
0.26,-0.85,0.59,2.53,35.66,31.18
0.21,-0.91,0.65,8.05,22.09,26.11
0.19,-0.95,0.69,14.63,10.47,22.89
0.21,-0.92,0.70,18.58,7.53,22.93
0.20,-0.87,0.70,20.78,13.79,23.24
0.22,-0.80,0.66,19.91,22.27,21.53
0.18,-0.79,0.63,14.50,26.20,13.68
0.08,-0.84,0.67,9.80,22.02,5.36
0.02,-0.92,0.72,9.65,9.13,-0.31
-0.00,-0.99,0.74,13.13,-7.19,-2.87
0.03,-1.00,0.73,20.99,-19.01,0.93
0.07,-0.97,0.70,27.04,-21.10,6.69
0.19,-0.92,0.62,29.76,-12.06,12.11
0.26,-0.88,0.60,29.05,3.34,14.29
0.29,-0.85,0.58,26.81,12.43,14.37
0.28,-0.86,0.59,24.34,11.97,11.74
0.27,-0.90,0.61,22.31,6.67,5.59
0.22,-0.94,0.65,23.76,-0.40,-2.24
0.21,-0.96,0.69,26.61,-6.43,-6.67
0.18,-0.93,0.68,30.81,-11.37,-5.95
0.16,-0.88,0.65,35.97,-7.80,4.76
0.16,-0.82,0.62,38.02,4.06,17.62
0.24,-0.75,0.56,34.00,18.99,21.88
0.30,-0.75,0.58,24.31,26.66,11.65
0.25,-0.84,0.64,16.18,14.92,-10.12
0.18,-0.95,0.72,17.71,-15.30,-31.10
0.13,-1.01,0.78,28.99,-46.53,-38.84
0.16,-0.99,0.76,41.07,-58.81,-32.61
0.16,-0.94,0.74,50.15,-49.56,-16.85
0.13,-0.87,0.68,53.30,-28.26,4.02
0.16,-0.82,0.70,45.44,-1.57,22.76
0.24,-0.84,0.77,43.45,21.15,32.11
0.37,-0.87,0.78,45.48,29.86,26.20
0.40,-0.92,0.83,48.38,19.95,7.56
0.32,-0.97,0.90,60.38,-6.44,-13.40
0.24,-0.97,0.88,75.77,-27.83,-25.31
0.20,-0.88,0.78,90.50,-31.62,-21.68
