0.30,-0.18,0.96,-18.14,-2.79,5.85
0.31,-0.20,0.97,-19.48,-3.60,5.83
0.34,-0.23,0.98,-19.33,-2.78,4.14
0.34,-0.25,1.02,-17.22,-3.60,2.70
0.35,-0.26,1.03,-13.56,-4.63,1.89
0.35,-0.26,1.02,-10.49,-4.37,1.36
0.36,-0.25,1.00,-8.53,-3.95,1.11
0.35,-0.24,0.99,-7.18,-2.50,1.48
0.36,-0.25,0.98,-5.88,-0.84,1.94
0.37,-0.25,0.98,-4.69,0.92,1.82
0.37,-0.25,0.98,-3.98,2.81,0.67
0.36,-0.24,0.97,-3.51,3.31,0.00
0.32,-0.22,0.96,-4.27,2.98,0.44
0.33,-0.22,0.97,-5.63,2.49,1.68
0.32,-0.22,0.98,-7.33,0.89,2.21
0.32,-0.24,0.98,-7.92,-2.31,2.06
0.35,-0.24,0.99,-7.85,-4.15,1.51
0.38,-0.25,0.99,-6.90,-4.06,-0.47
0.35,-0.25,1.02,-5.04,-3.65,-1.36
0.36,-0.25,1.00,-3.02,-1.80,-1.45
0.34,-0.23,0.99,-1.89,-0.66,-0.95
0.34,-0.22,0.98,-2.23,-0.23,-0.18
0.33,-0.22,0.99,-2.40,-0.40,0.69
0.34,-0.22,0.99,-2.46,-2.18,1.68
0.36,-0.22,1.00,-1.59,-2.38,-0.78
0.35,-0.22,0.98,-0.96,-1.98,-0.84
0.36,-0.22,0.98,-1.07,-1.27,-1.27
0.36,-0.22,0.99,-0.41,-0.15,-2.24
0.37,-0.22,0.99,0.31,-0.09,-2.76
0.37,-0.22,0.98,0.92,0.35,-2.61
0.36,-0.23,0.99,1.33,0.67,-2.67
0.35,-0.22,0.99,1.69,-0.56,-2.32
0.34,-0.21,1.00,2.58,-1.66,-1.88
0.35,-0.20,0.99,3.33,-2.95,-1.33
0.37,-0.19,0.99,3.30,-2.38,-1.56
0.36,-0.18,0.98,2.73,-2.31,-2.14
0.37,-0.19,1.01,2.96,-0.61,-2.73
0.36,-0.19,1.03,4.58,-0.66,-4.03
0.38,-0.18,1.04,7.79,-0.09,-4.70
0.40,-0.16,1.01,10.08,1.69,-5.42
0.40,-0.11,0.98,10.26,4.03,-5.82
0.39,-0.09,0.97,7.57,6.24,-6.23
0.36,-0.07,0.99,4.49,6.56,-6.38
0.35,-0.08,1.02,1.77,7.10,-7.33
0.35,-0.08,1.09,1.68,8.31,-9.11
0.36,-0.08,1.15,2.18,6.66,-10.05
0.38,-0.08,1.17,3.77,6.75,-11.85
0.37,-0.08,1.19,6.53,6.82,-13.50
0.39,-0.07,1.18,10.08,6.87,-15.40
0.41,-0.05,1.16,13.27,8.66,-18.27
0.40,-0.03,1.13,15.45,9.91,-20.50
0.40,0.00,1.09,16.52,12.93,-23.60
0.37,0.02,1.07,17.04,17.80,-27.04
0.35,0.05,1.05,17.16,22.23,-29.01
0.37,0.07,1.04,14.66,23.62,-29.51
0.40,0.08,1.01,7.44,26.52,-31.50
0.43,0.07,1.04,-0.85,26.70,-34.26
0.44,0.03,1.09,-7.47,24.32,-37.68
0.43,-0.01,1.11,-8.87,24.32,-41.28
0.39,-0.04,1.13,-10.95,22.15,-42.95
0.35,-0.07,1.15,-9.01,22.38,-45.62
0.32,-0.10,1.17,-5.11,22.32,-47.13
0.29,-0.08,1.16,0.18,23.69,-46.58
0.28,-0.07,1.13,5.42,25.57,-44.87
0.27,-0.04,1.09,9.42,28.72,-42.08
0.27,-0.02,1.06,8.43,31.40,-38.84
0.28,0.02,1.02,6.12,31.51,-34.96
0.26,-0.00,1.01,1.77,30.12,-32.75
0.25,-0.03,1.04,-2.03,25.91,-32.98
0.22,-0.07,1.07,-4.03,18.82,-34.98
0.21,-0.09,1.07,-2.43,10.85,-35.45
0.19,-0.09,1.04,-0.29,6.95,-30.75
0.24,-0.11,0.97,1.89,12.09,-22.34
0.28,-0.12,0.93,1.83,23.63,-15.62
0.28,-0.15,0.93,1.01,34.20,-10.55
0.23,-0.16,0.91,-1.79,38.43,-4.63
0.21,-0.19,0.90,-9.34,34.17,2.44
0.26,-0.26,0.90,-18.11,20.32,5.57
0.32,-0.32,0.94,-27.27,3.92,1.30
0.42,-0.41,0.99,-31.33,-17.39,-4.72
0.47,-0.46,1.02,-28.05,-28.55,-13.04
0.52,-0.44,1.00,-19.08,-31.44,-17.34
0.58,-0.39,0.95,-10.38,-20.82,-20.06
0.58,-0.31,0.90,-2.58,-4.40,-20.52
0.51,-0.25,0.87,2.55,15.45,-18.50
0.40,-0.20,0.87,3.62,33.05,-15.71
0.24,-0.19,0.91,2.61,39.97,-13.19
0.13,-0.18,0.97,1.07,36.21,-12.14
0.08,-0.17,1.00,-0.50,26.47,-14.06
0.12,-0.14,1.03,-0.75,15.82,-17.53
0.17,-0.10,1.04,-0.23,6.29,-23.30
0.21,-0.07,1.02,-0.11,0.82,-26.79
0.21,-0.04,1.00,2.41,-0.20,-25.94
0.22,-0.02,0.98,0.98,2.15,-23.91
0.18,-0.02,0.96,-2.11,4.66,-19.65
0.15,-0.03,0.96,-6.37,6.60,-13.76
0.16,-0.06,0.97,-10.90,7.71,-8.99
0.15,-0.07,1.01,-14.02,5.98,-6.55
0.17,-0.05,1.03,-15.27,2.60,-4.61
0.19,-0.03,1.03,-17.89,-1.34,-5.01
0.21,-0.03,1.03,-20.41,-5.73,-7.69
0.21,-0.03,1.03,-22.90,-10.32,-9.19
0.20,-0.04,1.01,-26.08,-10.98,-9.66
0.16,-0.06,1.04,-27.66,-10.00,-8.49
0.12,-0.08,1.07,-27.82,-9.40,-4.52
0.12,-0.09,1.10,-25.98,-6.81,-1.50
0.16,-0.05,1.12,-21.71,-1.97,2.31
0.20,0.02,1.11,-18.70,1.65,5.77
0.21,0.07,1.08,-18.26,8.53,8.08
0.21,0.09,1.05,-18.66,15.40,10.89
0.15,0.10,1.07,-20.09,18.60,10.92
0.08,0.05,1.12,-18.78,20.02,8.03
-0.02,0.04,1.21,-14.31,13.85,2.43
-0.07,0.09,1.22,-9.39,1.25,-2.66
-0.07,0.20,1.17,-9.80,-15.97,-7.42
-0.06,0.33,1.12,-15.95,-35.91,-9.48
0.04,0.41,1.06,-23.39,-51.42,0.47
0.15,0.45,0.96,-33.80,-48.79,17.04
0.25,0.38,0.94,-45.51,-30.75,29.21
0.24,0.26,1.06,-51.80,-7.19,35.01
0.15,0.10,1.19,-49.39,13.22,42.55
0.12,-0.05,1.35,-36.40,29.59,45.13
0.10,-0.10,1.42,-21.48,33.36,45.57
0.13,-0.05,1.37,-9.39,31.54,43.57
0.15,0.01,1.25,-4.92,23.85,42.29
0.19,0.07,1.15,-8.09,13.16,38.81
0.17,0.09,1.09,-14.44,1.59,32.95
0.09,0.05,1.05,-20.46,-5.42,28.14
-0.04,0.00,1.04,-22.32,-8.20,30.99
-0.10,-0.05,1.00,-21.54,-3.89,41.18
-0.05,-0.06,0.95,-19.18,8.09,52.46
0.02,-0.08,0.89,-19.45,19.11,59.74
0.07,-0.14,0.87,-23.95,23.68,61.40
0.12,-0.25,0.92,-32.92,10.99,55.33
0.09,-0.37,0.97,-39.45,-18.17,44.35
-0.16,-0.33,0.98,-43.15,-74.63,31.27
0.33,-0.60,0.94,-42.75,-64.76,12.66
0.15,-0.57,0.99,-21.54,-94.06,17.71
0.23,-0.49,0.83,-13.36,-76.06,14.64
0.13,-0.42,0.81,0.49,-39.54,32.69
0.34,-0.36,0.61,5.71,7.86,62.06
0.43,-0.36,0.52,-4.70,70.06,85.54
0.25,-0.41,0.61,-26.37,104.26,96.29
0.32,-0.55,0.69,-49.28,85.22,106.58
0.27,-0.72,0.98,-62.79,81.34,94.96
0.20,-0.86,1.20,-54.14,54.41,82.66
0.17,-1.00,1.20,-38.66,24.69,64.20
0.20,-0.92,1.10,-20.08,2.55,52.02
0.16,-0.81,0.99,-6.93,-4.46,47.76
0.17,-0.69,0.88,0.50,-2.23,54.23
0.24,-0.62,0.79,-5.82,9.76,55.89
0.20,-0.63,0.85,-12.38,13.39,51.31
0.10,-0.61,0.95,-13.82,-9.57,47.69
0.17,-0.64,0.98,-8.05,-43.33,38.60
0.28,-0.65,0.95,1.73,-57.77,21.42
0.33,-0.62,0.86,9.79,-62.60,5.37
0.30,-0.55,0.74,11.69,-58.34,-0.63
0.23,-0.49,0.74,10.44,-46.31,0.72
0.14,-0.48,0.82,10.60,-32.44,5.37
0.12,-0.49,0.88,13.60,-19.89,9.15
0.15,-0.38,0.85,12.69,-6.99,-3.50
-0.03,-0.39,0.92,16.53,1.63,-6.44
0.02,-0.29,0.82,15.01,-20.21,3.48
0.11,-0.30,0.75,6.98,-24.55,12.35
0.26,-0.26,0.64,-10.47,-34.14,17.80
0.33,-0.31,0.71,-33.04,-31.10,21.24
0.36,-0.45,0.93,-40.96,-23.19,20.92
0.28,-0.56,1.05,-39.19,-24.17,15.76
0.19,-0.62,1.16,-27.04,-20.31,9.62
0.15,-0.61,1.26,-9.80,-21.34,6.24
0.14,-0.56,1.24,5.27,-20.29,5.15
0.15,-0.48,1.12,11.97,-15.25,6.11
0.17,-0.45,1.03,10.14,-7.47,11.02
0.23,-0.47,0.97,4.95,1.33,15.19
0.28,-0.51,0.96,-0.40,7.69,13.01
0.30,-0.56,1.01,-0.98,5.48,3.82
0.29,-0.57,1.03,5.28,-4.00,-7.97
0.28,-0.53,0.98,12.44,-14.21,-20.69
0.27,-0.40,0.89,20.47,-21.07,-26.46
0.22,-0.29,0.73,18.78,-13.86,-22.40
0.17,-0.22,0.66,10.47,7.04,-10.00
0.09,-0.19,0.66,-6.87,31.62,2.76
0.02,-0.27,0.79,-21.18,43.53,15.24
0.01,-0.41,0.91,-27.73,43.18,19.53
0.00,-0.53,1.04,-26.52,28.73,13.85
0.04,-0.57,1.13,-12.81,0.34,5.97
0.12,-0.54,1.07,1.19,-27.85,-2.47
0.23,-0.46,0.93,7.31,-43.97,-10.23
0.21,-0.35,0.86,5.77,-48.38,-11.88
0.16,-0.31,0.80,0.90,-46.66,-3.53
0.18,-0.34,0.77,-6.26,-31.04,6.52
0.20,-0.37,0.81,-11.92,-18.40,11.42
0.25,-0.34,0.89,-14.26,-9.98,10.81
0.27,-0.36,0.91,-15.86,-10.82,7.65
0.34,-0.40,0.88,-17.73,-14.61,0.15
0.35,-0.44,0.87,-18.23,-14.70,-6.53
0.32,-0.47,0.85,-18.85,-10.85,-8.99
0.27,-0.53,0.83,-17.73,0.08,-6.58
0.23,-0.56,0.83,-19.02,17.07,-3.28
0.18,-0.59,0.89,-17.45,31.91,0.37
