3,-0.19,1.07,-1.88,-2.92,-1.04
0.01,-0.16,1.04,-1.66,-0.79,-2.20
0.01,-0.14,1.04,-3.01,0.61,-1.89
0.02,-0.15,1.03,-4.95,1.92,-1.40
0.02,-0.17,1.04,-6.03,3.25,-1.05
0.00,-0.17,1.05,-6.89,3.44,-1.05
0.01,-0.19,1.06,-6.90,4.98,-1.11
-0.01,-0.20,1.08,-5.83,6.14,-0.64
-0.02,-0.19,1.07,-3.68,8.00,-1.28
-0.03,-0.17,1.07,-2.18,7.65,-1.82
-0.04,-0.17,1.08,-1.80,1.82,-1.10
-0.02,-0.16,1.06,-2.40,-1.25,0.61
0.02,-0.16,1.03,-3.16,-0.34,2.06
0.04,-0.15,1.02,-4.60,3.11,1.02
0.02,-0.16,1.01,-6.96,3.65,0.12
0.01,-0.18,1.04,-8.72,4.15,-0.52
-0.01,-0.18,1.05,-8.89,2.92,0.34
-0.01,-0.19,1.08,-6.79,1.27,0.49
-0.03,-0.19,1.11,-3.59,-0.41,0.08
-0.03,-0.18,1.08,-1.40,-3.91,0.72
-0.00,-0.17,1.05,-1.25,-6.79,2.06
0.04,-0.16,1.02,-1.88,-6.35,3.33
0.07,-0.18,1.00,-3.86,-1.74,2.75
0.06,-0.18,1.00,-5.50,3.65,1.04
-0.01,-0.18,1.07,-3.59,0.70,-0.20
-0.03,-0.18,1.07,-1.95,-3.13,-0.03
0.00,-0.17,1.04,-1.48,-5.01,0.96
0.02,-0.17,1.02,-2.06,-2.93,0.35
0.02,-0.17,1.01,-3.71,-1.92,0.63
0.02,-0.18,1.00,-5.66,-0.60,0.18
0.00,-0.17,1.02,-6.46,-1.71,1.51
0.01,-0.18,1.03,-6.46,-3.86,2.87
0.03,-0.17,1.04,-6.17,-5.89,2.87
0.04,-0.17,1.03,-6.09,-7.11,2.40
0.05,-0.17,1.01,-6.79,-6.85,1.15
0.07,-0.17,1.01,-7.63,-6.31,0.49
0.08,-0.18,1.01,-8.34,-6.47,-0.50
0.09,-0.17,1.00,-10.99,-7.83,-0.37
0.13,-0.17,1.02,-12.93,-9.59,1.53
0.18,-0.17,1.04,-13.40,-10.00,2.56
0.27,-0.15,1.02,-15.65,-9.16,3.42
0.33,-0.16,1.07,-17.31,-6.17,4.70
0.39,-0.17,1.09,-15.56,-1.05,3.18
0.47,-0.18,1.08,-13.79,1.92,0.52
0.52,-0.18,1.08,-11.11,5.30,-2.87
0.56,-0.21,1.11,-8.53,4.69,-5.01
0.62,-0.23,1.10,-4.73,6.35,-8.00
0.63,-0.25,1.10,-2.60,10.24,-10.15
0.63,-0.27,1.11,-1.77,10.84,-9.79
0.59,-0.25,1.12,0.06,18.98,-13.47
0.60,-0.27,1.14,-0.72,19.62,-12.82
0.60,-0.27,1.13,-0.76,20.95,-11.02
0.65,-0.33,1.12,2.17,18.49,-10.89
0.67,-0.40,1.10,2.75,7.82,-11.24
0.74,-0.36,1.00,12.00,3.69,-14.17
0.67,-0.33,0.98,12.98,0.56,-20.56
